# This file associates gift text filenames with image URLs.
# Format: gift_file_name|image_url
Bell_of_Truth.txt|https://images.steamusercontent.com/ugc/2297462877485509658/7138EF0100AEEDB5347BC546EA2946F9375F4522/
Chalice_of_Trickle-Down.txt|https://images.steamusercontent.com/ugc/2477623897025702932/040FF0E64D7C682CC2DCC891E3F36CC6A19A5DC9/
Downpour.txt|https://images.steamusercontent.com/ugc/2297462877485509762/9E39F9E49B53D55AC3561E16FB278684491CE7ED/
Fragment_of_Inertia.txt|https://images.steamusercontent.com/ugc/2500137370208082416/103B073CD5587DA8487CDC122898687E63CC94DA/
Epicenter.txt|https://images.steamusercontent.com/ugc/18673421387676322/A905916BBB30A09D2097A23448AD0A43AD768AE5/
Handheld_Mirror.txt|https://images.steamusercontent.com/ugc/2500137370208082438/B346648A016103C157EC18295B3F21BEA594D31F/
Coupled_Oscillation.txt|https://images.steamusercontent.com/ugc/2297462877486798034/A093C679A2F9C3E6E2CEAEF2A1CEDCF928ED1AB9/
Pocket_Watch_Type_L.txt|https://images.steamusercontent.com/ugc/2477623897025702956/74005F6682E4882B70676EF6D80427DE1D1E8DC6/
Omnivibro-Octovecti-Bell.txt|https://images.steamusercontent.com/ugc/18673421387676324/7D96C6432F5DBF669351055752087786D9FB4CD3/
Pocket_Watch_Type_E.txt|https://images.steamusercontent.com/ugc/2477623897025702951/3FA19A60138ACFA69E1F1AEB3FD56530567A5D3C/
Pocket_Watch_Type_P.txt|https://images.steamusercontent.com/ugc/2477623897025702965/692CFBB86695DAED93174DC1340FE50D5A284400/
Pocket_Watch_Type_Y.txt|https://images.steamusercontent.com/ugc/2477623897025702975/A6CB7C301FF3BDC592A3D7D63D759A255A336647/
Rupture.txt|https://images.steamusercontent.com/ugc/18673004980002338/43838E88521DAEC50609FA12CC8BC1E532375EE6/
Talisman_Bundle.txt|https://images.steamusercontent.com/ugc/2297462877485510178/A999BAD0069DAD622E693BA7BCBDD70CF778A066/
Crown_of_Roses.txt|https://images.steamusercontent.com/ugc/2297462877485509751/ED28F03310E416AB6990B08C39629DB4FC4E53C1/
Broken_Revolver.txt|https://images.steamusercontent.com/ugc/2297462877485509688/E9D4FE2C3447A615CB955ECCAC3543212CBC9A5E/
Bone_Stake.txt|https://images.steamusercontent.com/ugc/2500137370208082298/FD9ABAA2AB681ACA3AECFF569EF035EECE341C30/
Thorny_Rope_Cuffs.txt|https://images.steamusercontent.com/ugc/18679408337903898/4C0098DD9129CC1B00CD0F1F96940AC5C933494A/
Strange_Glyph_Talisman.txt|https://images.steamusercontent.com/ugc/18682744019759385/EDF88127A0E741E45D6FFCE9D51F2A50F2585594/
Barbed_Lasso.txt|https://images.steamusercontent.com/ugc/2297462877485509653/D81DFCBCBD1FB8FF8E15ED2D6B797CC3EC5BBAB8/
Ragged_Umbrella.txt|https://images.steamusercontent.com/ugc/2500137370208082703/A3180B8F9A5772D562A8C0EAFEC1487D613F80B9/
Ebony_Brooch.txt|https://images.steamusercontent.com/ugc/2500137370208082232/8C40A6EE3FD1656DF77FBC8B3DCDA37C6F9F46A1/
Shard_of_Apocalypse.txt|https://images.steamusercontent.com/ugc/18673421387676327/779C03A19C7EFD8DA13A42AC450258B6062635BF/
Smoking_Gunpowder.txt|https://images.steamusercontent.com/ugc/2500137370208082714/3739B5F6382C5434F143EA932DEAAE3C45F57653/
Harestride.txt|https://images.steamusercontent.com/ugc/18682744019759398/37B2B887957F9B2C3E0463BF15433EC50E4C3AD2/
Fluorescent_Lamp.txt|https://images.steamusercontent.com/ugc/2297462877485509848/17C1B4E767E5872F59BE3569EF30B301055DFE81/
Enhancer_Mk.4.txt|https://images.steamusercontent.com/ugc/18678079110126883/26BA0C3AE749BE9B9249ED1516C0528340E8D3F8/
Trash_Crab_Brain_Wine.txt|https://images.steamusercontent.com/ugc/2500137370208082653/C2B99E1A223BB5C4E833CE51DAB1C02F722E4175/
Twigs.txt|https://images.steamusercontent.com/ugc/18678079110126879/D6DC86159AC0DA3B554510140D183FD45A400BE5/
Dry-to-the-Bone_Breast.txt|https://images.steamusercontent.com/ugc/2500137370208082265/28C32752F3719BB9556885F6E42830A57DE91CDB/
Deathseeker.txt|https://images.steamusercontent.com/ugc/2500137370208082346/3B41EBF8DF345337982B65E682E96AD250377FA2/
Spiked_Combat_Boots.txt|https://images.steamusercontent.com/ugc/18678079110126890/CC50DE705BAAE6722EB82337EE03A6E7051BC935/
Strange_Glyph_Inscriptions.txt|https://images.steamusercontent.com/ugc/18682744019759389/759BAB4684B703C1CF212212FFB4877362DA502C/
Thunderbranch.txt|https://images.steamusercontent.com/ugc/2297462877485510196/3D9C98DFD5EBFC9E9A3E740929AEBB330D5A4A0C/
Standard-Duty_Battery.txt|https://images.steamusercontent.com/ugc/2297462877485510159/E273E007BA4CA0EDEBEE03A129F4F8CED69F46C1/
Fragment_of_Desire.txt|https://images.steamusercontent.com/ugc/2500137370208082402/3C5EE5DA3F8710BE9EB821F738D062F66597F8F1/
Thrill.txt|https://images.steamusercontent.com/ugc/2297462877485510189/E8BA38A500B300CDC7876FDC52E6D4A65398350E/
Eerie_Effigy.txt|https://images.steamusercontent.com/ugc/18673421387676329/D84FA4480D19610CA2A96D8F5F1C89C745FF1B65/
Enrapturing_Trance.txt|https://images.steamusercontent.com/ugc/2297462877486798041/3262DD30E36BFC863625AB524FC27F3EB3DA106B/
Ruin.txt|https://images.steamusercontent.com/ugc/18673421387676331/A6A7503D0618E0506E62F6535C78D4D4ED954DEE/
Glyph_of_Glass_Shards.txt|https://images.steamusercontent.com/ugc/18682744019759399/0A623B98B6F2DEB4E65262AD8019D4A3AEA23703/
Unmailed_Letter.txt|https://images.steamusercontent.com/ugc/2500137370208082733/BBF4F3ACE5CCEBA81C04FF98C020E33F2CE96192/
Sinking.txt|https://images.steamusercontent.com/ugc/18673004980002326/6DA8C6E6166A88E70AADFAB276F5ECD08A8CEE0D/
Thorny_Path.txt|https://images.steamusercontent.com/ugc/2297462877485510186/2851209661CDE77712EEFB88513B4A3658B08FE6/
Eldtree_Snare.txt|https://images.steamusercontent.com/ugc/2500137370208082374/FC83E2FD7C4EF6B07CE23F592423166211A473BC/
Rags.txt|https://images.steamusercontent.com/ugc/2500137370208082561/76E4433EC4A367EADBC7A1003298CCA43D3E5D09/
Cantabile.txt|https://images.steamusercontent.com/ugc/18673421387676335/81AE68A9979213071EC2A106ACA735259789D226/
Headless_Portrait.txt|https://images.steamusercontent.com/ugc/2297462877485509923/3739AF01BB74C49CA45F63E8C9BB128464BEDE15/
Red_Order.txt|https://images.steamusercontent.com/ugc/2297462877485510113/D9388FC897C82C0881C718121F806304AB833090/
Faded_Overcoat.txt|https://images.steamusercontent.com/ugc/18673421387676338/9E44F005CC35931A98BD3BF84212E20E9AC08F07/
Grandeur.txt|https://images.steamusercontent.com/ugc/2500137370208082424/CF0A158CCDC7B5544420526F7346F09EEA836121/
Melted_Spring.txt|https://images.steamusercontent.com/ugc/2297462877485509999/4B2CF6B09F23870B68F48BAFFB2527ACDC4977EA/
Mental_Corruption_Boosting_Gas.txt|https://images.steamusercontent.com/ugc/2404447294186986559/1F737A413FE4F709685593313BCBC43857302184/
Leaked_Enkephalin.txt|https://images.steamusercontent.com/ugc/2404447294186988406/0F2C02D74662AD0C8E1916D0DF85197E8FCEBA8B/
Skeletal_Crumbs.txt|https://images.steamusercontent.com/ugc/2297462877485510140/8266B28FC254A2CEA0C53DA09BD2FD533E10F850/
Tangled_Bones.txt|https://images.steamusercontent.com/ugc/18679408337903883/E092D43CF8A40C6B9DFB95ED6425EB9A085374C2/
Frozen_Cries.txt|https://images.steamusercontent.com/ugc/2500137370208082419/1E4CFA131A1DAEAB81083FB422FCE0BD8419E357/
Manor-shaped_Music_Box.txt|https://images.steamusercontent.com/ugc/18673421387676416/33841BE649D1991D4194FFA2485BBE46BFC3154B/
Midwinter_Nightmare.txt|https://images.steamusercontent.com/ugc/2297462877485510015/BC045D958EDC8F2E31E108490870881B78D5F37B/
Rest.txt|https://images.steamusercontent.com/ugc/2404447294186982999/CB9FCECE92E80E1C95CB059D301115F40E5C0A06/
Broken_Compass.txt|https://images.steamusercontent.com/ugc/2297462877485509684/3059513DAE68E31F34AD3A1374D966B771EB3162/
Distant_Star.txt|https://images.steamusercontent.com/ugc/2500137370208082371/CDB0F78B211E7564348A6DCA29B1019DD1D1F042/
Fragment_of_Decay.txt|https://images.steamusercontent.com/ugc/2500137370208082399/DF37827DAF83D844AB3651609DFB2F9478524872/
Artistic_Sense.txt|https://images.steamusercontent.com/ugc/2297462877485509642/7A5644369E11F0541630FE84A4205539A28D66ED/
Refraction_Glass_Pod.txt|https://images.steamusercontent.com/ugc/18673421387676420/7C70F4A32AAC45E7B1F5536AE542AC25137A565F/
Surging_Globe.txt|https://images.steamusercontent.com/ugc/18673421387676342/0872D076ABC1415FAE2CDAAAB2DF234026D2ECA9/
Black_Sheet_Music.txt|https://images.steamusercontent.com/ugc/2297462877486798021/061960C26C37D777A928A73D1FB8B5792BEC3EBD/
Hoarfrost_Footprint.txt|https://images.steamusercontent.com/ugc/2500137370208082464/54CE20A5D6F5CEAB2E8D0761B47D6A7AD6A38CEC/
Impending_Wave.txt|https://images.steamusercontent.com/ugc/18673421387676343/7568D1CB13C0D5DE09612A3636FB31A25A1B1824/
Poise.txt|https://images.steamusercontent.com/ugc/18673004980002335/62A64051B449FE5613AA091F5A97649B312E7958/
Ornamental_Horseshoe.txt|https://images.steamusercontent.com/ugc/2297462877486798054/60C61EF7303408EDC3D74091E294297F50E1D777/
Devil's_Share.txt|https://images.steamusercontent.com/ugc/2500137370208082368/A335F4E777E573590017F5C9C82784D002AC44A4/
Pom-pom_Hat.txt|https://images.steamusercontent.com/ugc/2500137370208082548/3090D49CF9E9BD9AA4225CF9F09C50A7F484D31B/
Pendant_of_Nostalgia.txt|https://images.steamusercontent.com/ugc/2297462877485510054/47AE6D0F171C56EB42228E79B3F8DEB831A93EFC/
Emerald_Elytra.txt|https://images.steamusercontent.com/ugc/2500137370208082380/35AC14F5B4C6AAA593BC54D4AE208EEF722B51FF/
Old_Wooden_Doll.txt|https://images.steamusercontent.com/ugc/2500137370208082535/4F015B6DA2C2454CD0A91BA432FC4E8380CE781C/
Cigarette_Holder.txt|https://images.steamusercontent.com/ugc/2297462877485509722/741ADB9751C00EDD99EBF4AF9A54B6710CE7DDC3/
Gear_Shrapnel.txt|https://images.steamusercontent.com/ugc/18676810033819356/709BC7080FC8ABBBB34446D0B06B5BCCBE56F623/
Stone_Tomb.txt|https://images.steamusercontent.com/ugc/2297462877485510167/40167235FD4C3F37599FA8322802FF8FC6D21765/
Huge_Gift_Sack.txt|https://images.steamusercontent.com/ugc/2500137370208082467/69DF83050C6AFE17E70CF3C7C96BD641206C9E32/
Recollection_of_a_Certain_Day.txt|https://images.steamusercontent.com/ugc/18679408337910252/6B266526767A66FF41452D9929596C438EC4082B/
Nebulizer.txt|https://images.steamusercontent.com/ugc/2297462877485510023/96A482901A4269D415DAFDCD85261CFC141A36B4/
Angel's_Cut.txt|https://images.steamusercontent.com/ugc/18673421387676345/783D785CFD8F4884E2EF586E31274B833BDA5722/
Harpoon_Prosthetic_Leg.txt|https://images.steamusercontent.com/ugc/2500137370208082447/A0FCE5229B7E8B4F32828C07A8E6862AFEAD38D5/
CQC_Manual.txt|https://images.steamusercontent.com/ugc/18676810033819367/60E433BDA2A8162F06E89698F714FD4EC8DDECD4/
Four-Leaf_Clover.txt|https://images.steamusercontent.com/ugc/2297462877485509854/6C05DDAD923E76256F74201338DF1FB6BBF702CF/
Finifugality.txt|https://images.steamusercontent.com/ugc/2500137370208082383/ED677BF12FFC77D09D09F748A8FFB155064C1B48/
Broken_Blade.txt|https://images.steamusercontent.com/ugc/5947636724339870988/7AE55B03B202AD2258C2119FDCB9801975E6C917/
Endorphin_Kit.txt|https://images.steamusercontent.com/ugc/2297462877485509819/B869E5879D322DE955967C2C75A04C532C81A8D9/
Fragment_of_Conceit.txt|https://images.steamusercontent.com/ugc/2500137370208082396/8C3162A47872923FE5BA84ABD9E6B694F6B60BFC/
Ragged_Bamboo_Hat.txt|https://images.steamusercontent.com/ugc/5947636724339871034/B61A15B1BB150617054C0D0B3AC680E4FBC26D4A/
Cetacean_Heart.txt|https://images.steamusercontent.com/ugc/18673421387676408/B86FCD94DD9119F8338A3E852D7BCE4E213A586F/
Clean_Mirror,_Calm_Water.txt|https://images.steamusercontent.com/ugc/2297462877485509729/AC92092967C379E020557FCB4CEE661196502D0A/
Reminiscence.txt|https://images.steamusercontent.com/ugc/18679408337903868/A5511346639AAA1E9A79DFFE4C83944B36ADC134/
Jolly_Plushie.txt|https://images.steamusercontent.com/ugc/18675072560189661/4A0A265696C98056D4C049EA5C215848808C5265/
Guiding_Gas_Lamp.txt|https://images.steamusercontent.com/ugc/2500137370208082427/A34ECAFEA912677770BC3667C85F24709CED50FE/
Lucky_Pouch.txt|https://images.steamusercontent.com/ugc/2297462877486798050/3E73B1202043E89D0D3B6E0C08AD8FCE739F69DD/
Cask_Spirits.txt|https://images.steamusercontent.com/ugc/18673421387676349/E75B509D51FA6D5D124DCCBBA6B0D7E24BB4A582/
Charge.txt|https://images.steamusercontent.com/ugc/18673004980002334/6AC75EC4BF7F0651AD65FF2CECD0EAC7F8A96389/
UPS_System.txt|https://images.steamusercontent.com/ugc/2500137370208082660/A34CBCCD08ED18DE48199D5D2D738BE02CD558D8/
Uncapped_Defibrilator.txt|https://images.steamusercontent.com/ugc/2500137370208082729/B37C3011B0CCF82197F93A57854478FEA7DFCD64/
Curriculum_Vitae.txt|https://images.steamusercontent.com/ugc/2297462877485509755/9E3632197D6F56FBB2222CC3A5ABDBB9B5177AAB/
Wrist_Guards.txt|https://images.steamusercontent.com/ugc/2297462877485510235/69DE0019A2555F11028D1E6D0A4795DAE9CE62AD/
Employee_Card.txt|https://images.steamusercontent.com/ugc/2297462877485509807/D4AFAE747A726EEF3D8B00D04FB5615E5312191F/
Biogenerative_Battery.txt|https://images.steamusercontent.com/ugc/2404447294186995517/97BA354191A51FD87ADBB0F8C3F6084614E1B1CB/
Portable_Battery_Socket.txt|https://images.steamusercontent.com/ugc/2297462877485510100/A8AA41C56638DC1DB73FA6848E351C4EC3591C7C/
T-1B_Octagonal_Bolt.txt|https://images.steamusercontent.com/ugc/18679408337903848/7F1E959BA01E3E7F27374EA2655EC81DD6B39017/
Nightvision_Goggles.txt|https://images.steamusercontent.com/ugc/2297462877485510031/D7786F02524E0BE154F9EC78EFC023C2BA0AD88C/
Cardiovascular_Reactive_Module.txt|https://images.steamusercontent.com/ugc/2404447294186995531/BA974BC15F6EBEC6B27A16A40573603924CB3FA3/
Miniature_Telepole.txt|https://images.steamusercontent.com/ugc/18673421387676350/8848BBAE8CB3586808A34E42F63AE65713F33F78/
Misaligned_Transistor.txt|https://images.steamusercontent.com/ugc/2404447294186989353/D4CF4C149BD64D9F37DB5F17E3E00FC04CC05A5B/
Prosthetic_Joint_Servos.txt|https://images.steamusercontent.com/ugc/2404447294186995598/7963DDCD01AD4484BE67B961297BD20366F68587/
Patrolling_Flashlight.txt|https://images.steamusercontent.com/ugc/2500137370208082543/8ADF18476EE082A7B7F3E773348DB87F7A5E54AC/
Imitative_Generator.txt|https://images.steamusercontent.com/ugc/2500137370208082472/B641F7699F86A4C58B38FAB51836B2FFAE2E1F40/
Material_Interference_Force_Field.txt|https://images.steamusercontent.com/ugc/2297462877485509995/310386C70FA4E2738F1CFD6E617EC47F9206AB92/
E-Type_Dimensional_Dagger.txt|https://images.steamusercontent.com/ugc/2404447294186995560/76C2B8901BA17424A30A112DBDE964C88A722EF9/
Portable_Barrier_Battery.txt|https://images.steamusercontent.com/ugc/2404447294186995591/07DFDB0FAA22683527CE4BD488A2020AAD217941/
Lightning_Rod.txt|https://images.steamusercontent.com/ugc/2297462877485509958/024A2C00B071113D5C7070C6039AAD838BBA0684/
Fragment_of_Friction.txt|https://images.steamusercontent.com/ugc/2500137370208082407/01BFEB683B7E8BF6552C50FCA769638F37B08457/
Charge-Type_Gloves.txt|https://images.steamusercontent.com/ugc/2297462877485509707/F4B576C50CDB80417062B6DFF8CDB24DF1D9031E/
Insulator.txt|https://images.steamusercontent.com/ugc/18673421387676353/24996D3D784FCE5992D83AFCD821ABEF16904730/
T-1_Perpetual_Motion_Machine.txt|https://images.steamusercontent.com/ugc/2297462877486798072/46B68F710C1DB1AA5470CE97803DD3FC567E1009/
T-5_Perpetual_Motion_Machine.txt|https://images.steamusercontent.com/ugc/18673421387676356/0E64A7A561BC5281F2F494E655C3298FC3BD187A/
Perpetual_Generator_Servos.txt|https://images.steamusercontent.com/ugc/2404447294186995584/1ABEF6E90EC934892EAA024B34A90215890247C1/
Automated_Joints.txt|https://images.steamusercontent.com/ugc/2404447294186995505/C1CAAD74367D07269297FBA455209845B2AD12D8/
Hearts-Powered_Jewel.txt|https://images.steamusercontent.com/ugc/2404447294186995569/1DE5B517DC36FEA0A7A22CCF007F7BA6AC9FB24E/
Overcharged_Battery.txt|https://images.steamusercontent.com/ugc/2404447294186995574/3D0AAA3A416DEF4C4A51795E9C4A3639ADF2267B/
Blunt.txt|https://images.steamusercontent.com/ugc/18673004980002313/76212D015A73BAD2AAFDA53CD859426FE6736FB4/
Dimensional_Recycle_Bin.txt|https://images.steamusercontent.com/ugc/18673421387676394/20661EB98C3F24D7E98640D58DB2DC5047A5E636/
Burial_Curse.txt|https://images.steamusercontent.com/ugc/2500137370208082306/82CDD1359CA00E32E565FA238C40B6D682E0E213/
